text,label,dataset
Our next question comes from the line of Dan Fannon with Jefferies,neg,train
"But just given the very low levels of client cash allocations and then you also have the high DARTs and retail engagement, do you have any thoughts on the broader implications for the U",neg,train
"economic cycle? And I'm just wondering when is the last time, historically, we saw this dynamic?",neg,train
"I know it's pretty nascent, there's only several securities on there",neg,train
"But do you guys really expect this to increase engagement in the total number of trades put through? Or is it just a bit more of kind of a convenience form factor for clients that are kind already placing trades, and now they just don't have to wait for the opening to do it?",neg,train
"I guess, can you give us a sense of what synergies have been realized thus far? And I know that you've talked about just the direction of expenses higher than lower",neg,train
"But given all the moving parts, I guess, any more finer point around that would be helpful",neg,train
"And they're -- what they are looking for, as I said earlier, is content",neg,train
"But by the same token, it's small today, and so it won't really move the needle in the short term",neg,train
"And a quick follow-up would be, I think you've laid out a pretty clear path on the cost synergy side",neg,test
"But now that you have Scottrade and looking on the revenue synergy side, is the cross-selling underway? Is there anything that you're doing to make headway? And I know the targets for cross-selling are farther out",neg,train
"But in regards to taking up the derivative percentage or payment for order flow or client wallet side of Scottrade, the revenue synergy side?",neg,train
"Margin revenue was $191 million in the quarter, with an average balance of $17",neg,train
We increased pricing on the negotiated book on December 19,neg,train
"Following the most recent Fed move, and we increased the rack rate book on January 1",neg,train
"So in terms of the margin, we've been pretty consistently been moving our negotiated book up with each increase",neg,test
"As we think about the non-negotiated book, we're really looking at what the competitors are doing",neg,train
We've been able to make that move the last couple of times,neg,test
So we feel pretty good about where the margin book is headed competitively,neg,train
"In terms of stock owned, I agree exactly with what you said",neg,train
"We saw a big uptick in December, which traded a good quarter",neg,train
"So hopefully, that will continue into next year and has a big impact on the net interest revenue",neg,test
"And so as a result, it hasn't really attributed much to the DARTs to date, even in these last few weeks since the launch",neg,train
"So back to the point of making sure with that risk controls, margin rates and making sure there's good education levels that help our clients be safe as they trade these new interesting asset classes",neg,train
I guess this is closely related to the last question,neg,train
"But you talked about the significant benefits you're going to receive from tax reform, and you're looking at different ways that you could put this incremental income to use",neg,train
"So I guess trying to distinguish that, I know there's a high level of client engagement, but what would you do with the tax reform? And you said you're going to look at your capital deployment strategy",neg,train
"And will you do anything with tax reform that would impact your margins, I guess, is the question, your pretax margins?",neg,train
"We see financial strength continuing across all core metrics, starting with a record $1",neg,train
Client engagement was up significantly across both the legacy TD Ameritrade and Scottrade client basis,neg,train
"Client logins, accounts trading and DARTs all posted healthy increases, and retail clients were net buyers of $6",neg,train
"This resulted in very strong trading, 726,000 trades per day on average, which is up 49% from a year ago",neg,train
"Steve, just wanted to get your updated thoughts around resuming the buyback if the clearing conversion can happen this quarter? And any way to help us think about the magnitude once the buyback does resume?",neg,train
Now we're very proud of our best execution policies and practices,neg,train
"And this has been an issue for the industry for many, many, many years",neg,train
And so we welcome their review and we expect to do very well,neg,train
"3 billion in BDA balances matures monthly, where the rate earned on extension is expected to continue to match or exceed maturities",neg,train
"When it comes to deposit betas, we increased our pay rates on December 29, the blended deposits of beta is 16% or 4 basis points",neg,train
"In fact, activity in January had been even stronger, with 975,000 trades per day on average through the '17",neg,test
"5 billion in net new client assets, or a 9% annualized growth rate, a great result up a much higher base",neg,train
"New business on the retail side is doing well, with record levels of new accounts",neg,train
"We're seeing an increase in new business across all age groups, but growth among investors under 35 is up considerably, up 72% from last year",neg,train
"Well, I'm pausing here to say, well, if you're asking this low level of client cash we've never seen",neg,train
"And so they take advantage of that, but also it's just a numerator-denominator thing",neg,train
"If you are asking whether markets are at a high end of the cycle, it certainly feels like this bull market is long in the tooth, but by the same token, it doesn't seem to be a catalyst for change, and there seems to be a drifting up with low VIX",neg,train
So you can really add any other commentary that these market condition -- set of conditions has on that,neg,train
"And so yes, as we've announced, we've just launched our free trading platform",neg,train
"Frankly, I believe that we've got a -- sorry, free education platform, sorry, slipped there",neg,train
"We've had the best education on the Street for many years now, but frankly, it has been in our Investools platform for a smaller subset of clients",neg,train
"So we've exposed that now to, and updated it for a more broad-based offering",neg,test
"In a month or 2, it's literally gone up 30%",neg,train
"All of these things are trying to help our clients who are new to investing or trading, get educated on the potential risks and how to best maximize them",neg,test
"On the blockchain and cannabis-related security trading that's happening, I mean, no question that seems to be the theme of the, certainly, the tail end of the quarter",neg,train
No projections yet so as to what the absolute percentage size is,neg,train
"As I've said multiple times, it will have a much higher growth rate, I'm expecting, than our existing American business",neg,train
And we're looking forward to what it can do for our overall growth rate,neg,train
"But to be an outsized portion of our overall revenues in the short term would be, first of all, a problem to have",neg,train
Our next question comes from the line of Devin Ryan with JMP Securities,neg,test
"I think when you look at the synergies that we're seeing early on is just, and some of the administrative areas you're having, folks that are able to leave early, et cetera, et cetera",neg,train
"But for the most part, the major synergies, the back-office staffing, the branch staffing, the closing of branches are all going to happen post-clearing conversion",neg,train
So you see those towards the second half of the year,neg,train
"Institutional betas, we would expect would be higher than retail betas over time",neg,train
"We have seen them be pretty rational to date, so far, but we would expect them as rates get higher to be higher",neg,train
And that in both of our businesses we're seeing historically low levels of cash to assets under management,neg,train
"Frankly, I think a few years from now, we'll all look back and say, wasn't it obvious the 24-hour trading was coming to these capital markets, because it's in every other market we seem to have these days",neg,test
And so that's how we've set it up so far and what we think others will enter,neg,train
Our next question comes from the line of Michael Cyprys with Morgan Stanley,neg,train
"And with that, I'll pause and let the operator open up the call for Q&A",neg,test
And maybe just a follow-up to Brennan's earlier question on differences in retail versus institutional,neg,train
"I just wanted to get a better understanding about the operating margin or profitability profile for those two segments, just given the flows are so much stronger on the institutional side, how the operating margins actually compare their versus the retail segment?",neg,train
Our next question comes from the line of Jeremy Campbell with Barclays,neg,train
Our next question comes from the line of Kyle Voigt with KBW,neg,train
So first part of it comes from the tax windfall that everybody is wondering if and when we're going to spend that,neg,train
"Second quarter, you're going to see our what is the normal Q2 over Q1 sequential expense bump that we always get",neg,train
"And given that, that's just post the integration, there's going to be some additional noise in there",neg,train
"So post the actual Scottrade integration, when we've got some cycles back for all the people that are working hard on that, we've always got a list of next-to-fund-type projects that may or may not have been in our original plan based on lower revenue growth",neg,train
"While we're looking ahead as well, considering the role we play in driving transformational change across this industry",neg,train
"For the last 12 to 18 months, we've been laying the groundwork to make these efforts possible",neg,train
"And now that we're here, on the verge of integrating Scottrade and starting to see the operational impact of our many investments, it's a very exciting time to be at TD Ameritrade",neg,train
"TD Ameritrade Holding Corp (NASDAQ:AMTD) Q1 2018 Earnings Conference Call January 23, 2018  8:30 AM ET",neg,train
"Tim, as you think about, first of all, year-to-date trends",neg,train
I'm just trying to gauge to what extent they may have tapered off from the first couple of weeks in terms of the portfolio rebalancing,neg,test
But as you think about the organic growth initiatives that you have between the 24-hour marketplace and the Hong Kong and Singapore,neg,train
"And then also the long-term synergies from cross-selling more trading services, including options to Scottrade clients",neg,train
"Do you think that would be, even from the highly sort of strong level of DARTs that we're seeing year-to-date, do you think that's something that can potentially keep this level of trading activity up at these levels?",neg,train
"And now, I'd like to turn the call over to TD Ameritrade President and CEO, Tim Hockey",neg,train
"Tim, you put out the 2018 regulatory priorities a couple of weeks ago, and there was a section there focused on best ex",neg,train
And it seems like they are going to review how brokers manage their conflicts of interest in executing client orders,neg,train
And also expanding their surveillance program for best ex in 2018,neg,test
And I know Ameritrade has internal controls to decide which wholesalers to use and where to route orders,neg,train
But just wondering if you could comment on whether the increased surveillance from FINRA or the examination report they published in December would alter any of the internal surveillance being done in Ameritrade or potentially routing decisions?,neg,train
"So four words around our overall distribution strategy, high tech, right touch",neg,train
"Your question about networks, whether it'd be here or whether it'd be in Asia, is a great one",neg,test
We think there is a great opportunity to partner with the right players because we have something that their clients will want,neg,test
"And they, of course, have distribution that we would want access to",neg,train
"We see this as a net benefit to our clients, particularly those in Asia, who will, for the first time, have the flexibility of trading during their own daytime hours",neg,train
Throughput remains very strong with the number of technology deliverables more than double what we delivered a year ago,neg,train
We have recast our original fiscal 2018 guidance to reflect just the impact of these new tax rates,neg,train
45 and the related non-GAAP diluted EPS range is now $2,neg,train
"Finally, regarding capital deployment, we paid $119 million in dividends in the quarter or 26% of non-GAAP net income",neg,train
"We realized that we stand to incur significant benefits as a result of our adjusted tax rates, and there are many ways in which we can put this incremental income to good use",neg,train
"We plan to look at each of them, as well as our broader capital deployment strategy in greater detail once we have successfully completed the Scottrade clearing conversion and substantially realized synergies",neg,train
"So Tim, wanted to ask a question regarding your strategy for new investors",neg,train
"And I'm just wondering, given the significant volatility in those markets, whether you could speak to your efforts to help those investors manage risks, and you spoke of some of your educational efforts and some of the free offerings you provided whether those efforts are actually helping those investors diversify into other products, helping limited portfolio concentration risk",neg,train
"I guess, there just seems to be a lot of sensitivity around some of those key themes, especially given the growing interest in some of those stocks",neg,train
"We're seeing positive trends with respect to client retention, and we like the progress we're seeing on achieving synergy targets",neg,train
"We have all hands on deck to deliver a positive experience, both operationally for our clients and culturally for our associates",neg,train
Our next question comes from the line of Conor Fitzgerald with Goldman Sachs,neg,train
Our next question comes from the line of Brian Bedell with Deutsche Bank,neg,train
"At this time, I'd like to turn the call over to Jeff Goeser, Director of Investor Relations",neg,train
"If you have any additional questions about our online transcripts, please contact us at: transcripts@seekingalpha",neg,train
"Good day, everyone, and welcome to the TD Ameritrade Holding Corporation's December Quarter Earnings Results Conference Call",neg,train
"While cash levels are up slightly sequentially to approximately $150 billion, cash as a percentage of total client assets remained at historic lows at 12",neg,test
"7%, down slightly from last quarter due to the growth in the value of investment and as a result of strong net buying from our retail clients",neg,train
"Stock lending was a strong $53 million in the quarter, as short interest increased",neg,train
Our next question comes from the line of Craig Siegenthaler with Crédit Suisse,neg,train
Our next question comes from the line of Mac Sykes with Gabelli,neg,train
"With respect to synergies, we still expect to realize $175 million to $225 million this fiscal year",neg,train
"While we started to realize synergies this quarter related to advertising and some administrative functions, we expect to realize the majority of the synergies following the clearing conversion",neg,train
"As we look to next quarter, certain expenses will increase due to incremental investments in advertising incentives and client service personnel to address the high levels of client engagement",neg,train
"However, expenses are expected to decline in the last 2 quarters of the year as a result of the clearing conversion",neg,train
"So first of all, again, if you really want to micro-analyze what's happening, even since the end of the quarter, for example, we've seen a slight curtailing in cryptos as being a percentage of our trades just in the first couple of weeks versus December",neg,train
And that feels about right if you think about the news articles we're all seeing around cryptos,neg,train
"Once the number starts to come down a little bit, it became less and less frothy",neg,train
"As I said, having said that, those 2 categories really are only contributing high single digits in our current level versus the 9",neg,train
But I don't think anybody really expects this level to continue unabated for the rest of the year,neg,train
"The other factors that you talked about 24/5 trading, Asia, these are literally dripping wet launches from our point of view, and so they won't be significant contributors",neg,train
"But our overall theme is to bring investing and trading closer to where our clients are, whether it'd be our Facebook Messenger app",neg,train
"But the last quarter, you'd spoken about 4% to 8% I think core expense growth rate",neg,train
And so the revenue backdrop seems like its developing favorably,neg,train
And so just trying to think about whether that's still the right range,neg,train
I get some of the comments that you're looking at kind of increasing some investments into the business,neg,test
"So I'm just trying to think about what are the areas that the investments are going to be in? And then how should we think about that, yes, I guess, expense growth rate range, especially now that you have the benefit from tax reform as well?",neg,train
These are all innovations that our clients are using and starting to put into our daily -- into their daily lives,neg,train
"And so as a result, we want to bring our capabilities to bear to where they are already are",neg,train
"Those will have incremental effects on our business volumes over time, but it won't be any one thing anytime soon",neg,train
"Good morning, everyone, and welcome to our first quarter fiscal 2018 conference call",neg,train
"You can find everything related to this morning's announcement on our corporate website, amtd",neg,train
"com, including our press release, the prepared remarks for today's call, an updated fiscal 2018 outlook statement and a new financial factsheet with supplemental information",neg,train
And so we have a very heavily driven market in general,neg,test
"And then with Scottrade coming on the first full quarter of Scottrade, they have a heavier equity mix than TD Ameritrade legacy did historically",neg,train
So I think we're not changing or giving specific guidance on the BDA,neg,train
But I would expect it to be towards the high end,neg,train
It really depends on the beta and what we see for additional rate moves,neg,test
TD Ameritrade exists to transform lives and investing for the better,neg,train
"Whether it's something more short-term, like delivering on the Scottrade integration or something bigger and all encompassing, like competing on the client experience, everything we do ultimately ladders back up to that one thing, transformation",neg,train
"It's this purpose that acknowledges the history of disruption and innovation that lies within our DNA, as well as the passion we have to continually up our game",neg,train
"So as you know, we've had our Singapore office for a number of years now, I think 5 or 6",neg,train
"It's been growing very nicely, but again, a very small base",neg,train
"Hong Kong was important to us, because it really is",neg,train
"First of all, it's the largest offshore capital in terms of market in the world, and it is the gateway to Mainland China",neg,train
"And given our license there does give us the opportunity to actually open accounts for the mainland Chinese, without having to get any additional licensing",neg,train
"It is a -- it's going to have a high, high growth rate, but it's off a very small base",neg,train
"So again, a relatively small spend, high, high growth rate, but by the same token off a relatively small base",neg,train
"All of that, we're still seeing 3 quarters out by the end of the year, notwithstanding a spike in the second quarter, that we will be inside but very much towards the high end of the non-GAAP expense range",neg,train
That's sort of the -- to drive back at all that,neg,train
"Second part of your question, in terms of an acquisition, the tax break are not -- really doesn't have any bearing on our thinking in terms of M&A activity",neg,train
"So first of all, the price points are similar to our American price points, but compared to the local competitors, who often have both the fee and the basis points charge, it's a great deal",neg,train
Our next question comes from the line of Rich Repetto with Sandler O'Neill,neg,train
TD Ameritrade and Scottrade are two companies with equally proud legacies of changing lives through investing,neg,train
"And as we came together through this integration, we really wanted to get down to that one thing that unites us, something that recognizes the work we've done and inspires the work we have yet to do",neg,train
"The short-term answer is, as you say on the institutional side, as it continues to be huge growth story",neg,train
"And it's, I think, amplified by what is a fantastic client service orientation and great technology on our institutional platform and it's been a winning formula for us",neg,test
"Generally, our breakaway brokers tend to come from the independent broker-dealer space, a, to start; and b, what we've heard from our clients and prospective clients is that they are reassessing in light of this particular change, but it doesn't necessarily change their long-term direction",neg,train
There's not many RIAs that go back to the broker-dealer space,neg,train
I think we've only ever had one client that's ever done it in our entire history,neg,train
We would characterize it as maybe a speed bump as those that are considering breaking away are taking a look at the implications,neg,train
"But other than that, the pipeline is still very full and conversations are continuing",neg,train
Copyright policy: All transcripts on this site are the copyright of Seeking Alpha,neg,test
(Until now investors have had to pay thousands of dollars in subscription fees for transcripts,neg,train
) So our reproduction policy is as follows: You may quote up to 400 words of any transcript on the condition that you attribute the transcript to Seeking Alpha and either link to the original transcript or to www,neg,test
Nearly 70% of the clients who use our research and education resources do so outside of regular trading hours,neg,test
It's a gap in the client experience that we can fill,neg,train
Our first question comes from the line of Chris Shutler with William Blair,neg,train
We had a strong quarter with GAAP diluted earnings per share of $0,neg,train
"80, driven primarily by strong revenue and favorable tax items",neg,train
The Scottrade acquisition was the primary driver of free tax changes relative to prior periods,neg,train
So we will focus on items that may have differed from expectations or our trends in the business in general,neg,train
"Transaction revenue exceeded expectations as a result of continued high trading volumes, despite relatively low volatility",neg,train
Commission rates were near the low end of our fiscal 2018 guidance range at $7,neg,train
"Mobile represented 22% of total trades and derivatives were 33%, including 26% in options, 6% in futures and 1% in forex",neg,train
"I guess the way to think about it, Rich, is that we always anticipated the revenues to start flowing some time after clearing conversion",neg,train
"It's a little earlier perhaps than we originally anticipated, so that means that brings forward all that revenue stream at about the same pace we originally anticipated",neg,train
"Right now, I can tell you as we're getting ready, we still feel quite confident about the type of clients, the quality of clients, the branches are going through, obviously, significant training to get ready to absorb the additional clients on to our base",neg,train
"So no reason to believe that there is any degradation, of course, to our original revenue projections or the same time frame",neg,train
We continue to be optimistic and maybe just pull forward 6 months based on the timing of the conversion,neg,train
"So first, on the commission rate in the quarter, just maybe, Steve, talk about the factors that drove the commission rate to the lower end",neg,test
"Obviously, it was way more than offset by strong trading activity",neg,test
But I just -- what drove that? And how confident are you that you'll be in that $7,neg,train
"We actually think what we have to offer is, if it's right in with the opportunity in China, especially in Mainland China, the first thing is that they are very interested in getting access to U",neg,test
"And I'd say most importantly, they are starved for education",neg,test
"Can you talk about the backlog there? And then I guess just longer term, any -- your views on the change in the broker protocol? And kind of how that may or may not impact flows or demand going forward?",neg,test
I just wanted to circle back on the Asia strategy,neg,train
"Just if you could talk about any sort of goals that you have for the international business over the next 3 to 5 years? And if you could talk about your strategy for Mainland China, what sort of investments going to be required to make this more meaningful contribution over time?",neg,train
"Below operating expenses, we incurred $13 million of other expenses, primarily due to the sale of corporate treasuries that are realized loss",neg,train
"Reinvestment yields are higher than the yields of the securities sold, so we expect there will be incremental benefits over time",neg,train
"With the recently enacted Tax Cuts and Jobs Act and decline in the federal corporate tax rate, we are required to use a blended rate pushback to the beginning of the fiscal year",neg,test
"The blending results and the rate of 27% for each quarter of our 2018 fiscal year, including the December quarter",neg,train
"However, our effective tax rate for the first quarter was even lower at 2%, as we realized approximately $78 million of discreet after-tax benefits or $0",neg,train
"14 earnings per diluted share impact, primarily due to the remeasurement of our deferred tax liabilities",neg,train
The remainder of the tax benefit in the quarter was due to the movement of our effective rate to 27%,neg,train
We are expecting a full year 2018 effective tax rate of approximately 22% as a result of 2% in the December quarter and 27% in the remaining 3 quarters,neg,train
"THE INFORMATION CONTAINED HERE IS A TEXTUAL REPRESENTATION OF THE APPLICABLE COMPANY'S CONFERENCE CALL, CONFERENCE PRESENTATION OR OTHER AUDIO PRESENTATION, AND WHILE EFFORTS ARE MADE TO PROVIDE AN ACCURATE TRANSCRIPTION, THERE MAY BE MATERIAL ERRORS, OMISSIONS, OR INACCURACIES IN THE REPORTING OF THE SUBSTANCE OF THE AUDIO PRESENTATIONS",neg,train
IN NO WAY DOES SEEKING ALPHA ASSUME ANY RESPONSIBILITY FOR ANY INVESTMENT OR OTHER DECISIONS MADE BASED UPON THE INFORMATION PROVIDED ON THIS WEB SITE OR IN ANY TRANSCRIPT,neg,train
USERS ARE ADVISED TO REVIEW THE APPLICABLE COMPANY'S AUDIO PRESENTATION ITSELF AND THE APPLICABLE COMPANY'S SEC FILINGS BEFORE MAKING ANY INVESTMENT OR OTHER DECISIONS,neg,train
"We have a large number of covering analysts, so for those of you planning to participate in the Q&A, we ask that you limit your questions to 1 or 2, so that we can get to as many of you as possible",neg,train
"And my last part of the question, which is a bigger-picture question is, do you have any kind of idea now, I know it's very, very early, of how big Asia could be as a percentage of your total business? I mean, could it be as big as 25% of your global DARTs or global AUM? Or would there actually be regulatory restrictions, or even sort of business strategy restrictions where you want to put some for the governor? Or is the market not that visible to get to be that big, that part of your global business?",neg,train
"A significant portion of new clients have indicated they are new to investing, which reinforces the importance of quality investor education",neg,train
"Late last year, we made the decision to take our premium education services, previously offered through Investools, and built them into our broader, more comprehensive education offering",neg,train
"Since our soft launch in October, usage has increased 30%",neg,train
Our next question comes from the line of Brennan Hawken with UBS,neg,train
"Yes, so we don't break out separately the retail versus institutional profitability",neg,train
"Historically, I think in the industry, retail has a higher return on client assets on a higher revenue base, but both businesses have a strong operating margin",neg,train
"And we expect probably at some point in the future, yes, that we will disclose those numbers, but we don't do that currently",neg,train
"We also continued to stand up more agile teams, on our way to hitting our target of 80% agile by the end of the year",neg,train
"We added to the capabilities of our Amazon Alexa skill, which now includes access to market information and investor education, as well as a visual experience for Echo Show devices",neg,train
And I'm really thinking about the Cboe bitcoin futures product,neg,train
"There's a lot of volatility there, and there's a lot of retail investors that are probably looking and engaging this product",neg,train
"We incurred $179 million in acquisition-related costs comprised mainly of $81 million recorded in employment, $8 million recorded in professional services and $85 million recorded at other operating expenses, which was primarily related to contract terminations",neg,test
"From our point of view, we've seen, for example, many of the market moving events happening outside of regular trading hours",neg,train
"And so, whether it be the Brexit or whether it be the U",neg,train
"election, or even as recently, last weekend, as the government shutdown",neg,train
"The trading so far, literally, it's only been a couple of days, but trading so far has been fairly, fairly tight in terms of range, quite liquid",neg,train
Our next question comes from the line of Steven Chubak from Nomura Instinet,neg,train
I know you've all experienced a slight change in our IR process,neg,train
"So I just want to call out our Investor Relations team and Jeff Goeser in particular, an award-winning Investor Relations person, by the way",neg,train
And so we look forward to talking to you again in the second quarter,neg,train
"With us today from the company is President and Chief Executive Officer, Tim Hockey; and Chief Financial Officer, Steve Boyle",neg,train
"You know, right now, it's a little bit more than 50-50",neg,train
The retail with Scottrade is about 55% of our total assets,neg,train
And then the cash to AUM is higher in the retail business,neg,train
So the cash numbers would be even bigger than that,neg,test
And no color on the breakdown of the assets in the different books?,neg,train
"And then just on the BDAs, if we kind of put a pin to like the rate pickup you got from the $1",neg,train
Is the plan here a little bit to get the third-party banks and TD to compete a little bit? To get a better kind of net yield for you guys? Or are you just going to roll it at the same third-party bank or planning to move that over to TD to kind of generically?,neg,train
"And then the only other one, just based on the current yield curve, is it fair to think that you would be above the high end of the BDA yield guide for the year? Just based on the way things stand today?",neg,train
And now I'm going to turn it over to Steve for some comments on the financials,neg,train
"But other than that, the rest of the ITA agreement is intact and they're no changes there",neg,train
"And you know, and all those ready to take outlook if we see any cracks anywhere in the economy, we don't see them yet",neg,train
Can you just give us an update in terms of what you're doing to drive or get that NIM moving higher by the time you come out of the FDIC loss share?,neg,train
"So that’s our third business, deposit pricing is pretty hot",neg,train
"We would never be comfortable taking on very, very large accounts",neg,train
So that's sort of a risk management threshold that we have,neg,train
We don't like to take on billion-dollar accounts because that creates too much volatility in our product portfolio,neg,train
"And let me let me just say too with the loan sales, one of the things I think you probably understand that that loan sale gain is not like a windfall",neg,train
That's just taking part of that giant accretable yield number and pulling it into this quarter,neg,train
It's just all about timing of when those earnings come in,neg,train
Copyright policy: All transcripts on this site are the copyright of Seeking Alpha,neg,train
(Until now investors have had to pay thousands of dollars in subscription fees for transcripts,neg,train
) So our reproduction policy is as follows: You may quote up to 400 words of any transcript on the condition that you attribute the transcript to Seeking Alpha and either link to the original transcript or to www,neg,train
"The cost of deposits rose to 94 basis points compared to 87 basis points from the previous quarter and compared to 59 basis points for the corresponding quarter in 2016, but very importantly, tangible book value per share grew by 23% over the last year including the tax benefit, but more importantly, I don't look at this on a year-to-year basis",neg,train
"On the loans and leases basis, the noncovered loan portfolio remains very well diversified across all of our platforms with Florida and the national companies now comprising a larger portion given the shift that we've have with respect to New York multifamily loans",neg,train
"We’ve added to the team over the course of the last year, and we continue to add like the California expansion that I talked about which happened only this month",neg,train
"The business mix over there has been heavily skewed towards interest-bearing accounts, with over 90% of it being interest-bearing, and I think only 7% or 8% is DDA",neg,train
This is the year for them to actually move the needle on bringing in for DDA,neg,train
"And with that, I'd like to turn the call over to Raj",neg,train
And I am showing no further questions at this time,neg,train
I would like to turn the conference back over to Raj Singh for any closing remarks,neg,train
"The mortgage warehouse business did dip slightly seasonally in the fourth quarter, but remained a strong grower throughout the year for us",neg,train
"New York multifamily portfolio continues to runoff a decline by $169 million for the quarter, but that was more than offsetting New York by $198 million and growth across all other portfolio segments, which would include CRE non-multifamily growth of $82 million, owner-occupied C&I CRE type loans of $43 million and then C&I loans of $72 million",neg,train
It was a very strong year for us in New York in the C&I markets across the Board,neg,train
"We talked about the dividend with our board, and our board felt at this point of time that the dividend is in a good place relative to our peers and our payout ratio is in a good place",neg,train
"And then, Raj, you kind of mentioned your focus is really on kind of 2020 as you think kind of mid to longer term",neg,train
"But when we were putting this together back in late fourth quarter, the curve, it’s not looking very good",neg,train
"So, you're never precisely sure when that's going to occur",neg,train
"Across the individual units, the national platform growth included a $162 million of residential growth, $131 million within clinical finance and $60 million within the bridge finance group",neg,train
"So, it was a strong quarter all the way around for all of the national businesses",neg,test
"On the other hand, there are other business plans that have better margins whether it's warehouse lending with Florida C&I or what have you and we’re putting out, getting more capital to those businesses and overall growth we've taken down quite meaningfully",neg,train
"Quickly in terms of guidance, let me give you for next year",neg,train
"We're expecting 10% to 15% loan growth, 10% to 15% deposit growth and high single-digit expense growth",neg,train
"Again, we saw increases again in the yield on both noncovered and covered loans linked quarter and compared to the fourth quarter of 2016",neg,train
Cost of deposits was up 7 basis points to 94 basis points from 87 linked quarter,neg,train
The combined yield on the FDIC set in the covered loans for the quarter was just shy of 17% and right around 13% for the whole year,neg,train
The net interest margin for 2018 if we didn't take into account the impact of the reduction in the federal tax rate on our tax equivalent yields was then projected at about 350 and then we estimate around a nine-basis point impact to that from adjusting the tax equivalent yield on our tax-exempt assets to take into account the change in the tax rate from 35% to 21%,neg,train
I'd now like to introduce your host for today's conference Ms,neg,test
65% due to higher cost of funds and continued to run off as covered loans,neg,train
"58% for 2016, while the overall yield on earning assets, which was also impacted by -- slightly by that retrospective accounting adjustment, but it increased to 4",neg,train
And the cost of deposits increased to 83 basis points for 2017 from 66 basis points for 2016,neg,train
"We've always targeted at the consolidated level, the Basel III fully phased in including the capital conservation buffer plus a cushion of somewhere in the neighborhood of 50 to 100 basis points",neg,train
"As loans come due and are refinanced to normal amortization and for the reasons Tom mentioned, while we are originating loans, not enough to offset that natural run-off",neg,train
"So, we’re far, far away from 300% but that’s not the reason why multi-family has been taking down",neg,train
We certainly don't want to cross 300% but the same time we want more diversity on our portfolio,neg,train
"And we were not, especially going back a year ago or a year and a half ago, we were really extremely heavily weighted into multifamily and we're trying to build a more diverse portfolio",neg,train
"From a deposit perspective, it was a good deposit quarter across the Board",neg,train
"From the day we started the company, we’ve had – our deposits have almost tripled in size but our internal threshold of what we take on is the biggest account has not changed or at least not meaningful",neg,train
"And then just one last one just on the loan growth guide, how much of that multifamily, the New York City multifamily run-off are you baking into that guidance at this point?",neg,train
And second quarter for the same reasons will be a strong quarter just because everything comes back in the second quarter,neg,train
So please keep that in your mind and keep that in your models,neg,train
I think the best way to look at our numbers is really in a fourth quarter rolling basis than any one quarter,neg,test
"So, you know we have the benefit in Florida that you really five major non-core related completely economies happening in each of the major markets we're in, obviously Miami, Fort Lauderdale Tampa, Orlando and Jacksonville",neg,train
"Maybe at that time it's slightly less expense growth for that region but it's not like it'll be such a meaningful decline that you will be able to see, expect it’s going down from 19 to 20",neg,train
"There is expense saves, but it's been hard to quantify and we've never actually put a number out there",neg,train
"And then one other question in terms of your long-term margin outlook right, I got the 350, sort of less 9 basis points but once you get past all the FDIC accounting noise, so you're in the back half of 2019 and obviously your core NIM right now seem fairly low, I should say, sub 3%",neg,train
We sold substantially all of the covered home equity loans and lines of credit during the fourth quarter,neg,train
This transaction had a net positive impact on pretax earnings of $16,neg,train
2 million due to the recognition of the remaining accretable yield on that pool,neg,train
"Before we start, I'd like to remind everyone that this call contains forward-looking statements within the meaning of the U",neg,train
"Forward-looking statements are subject to risks, uncertainties and assumptions and actual results may vary materially from those indicated in these statements",neg,train
Additional information concerning factors that could cause actual results to differ materially from those indicated by the forward-looking statements can be found in our earnings release and our SEC filings,neg,train
We do not undertake any obligation to update or revise any such forward-looking statements now or anytime in the future,neg,train
"As Raj mentioned, the New York multifamily business is not today particularly high margin business, so as we expand into some of these more in a more robust way into some of these other asset classes, that should also have the impact of bringing slightly higher yielding assets on the balance sheet",neg,train
"Jason, we've -- while we've said that while there are expenses related to loss share and they are spread all over the company, it is hard for us to quantify and say that this is the total number",neg,train
"So, there will be a -- you shouldn’t expect prices to dip",neg,train
Like this year we're talking about high-single digit expense growth,neg,train
We have a retrospective accounting adjustment resulting from an increase in prepayment speeds on certain securities in our bond portfolio that had the impact of reducing the yield on securities for the quarter by 20 basis points and actually reduced the NIM for the quarter by five basis points,neg,train
So that was impactful this quarter and I wanted to make you aware of it,neg,train
We completed during the quarter our borrower-by-borrower analysis of the impact of that and released a substantial portion of that reserve,neg,train
"We still got a $1 million, which we allocated to portfolios where we think there may be some exposure",neg,train
"So, having said that, let me thank everyone for joining us and this has been a remarkable year and an eventful quarter to put it mildly",neg,train
"This year in 2017, we delivered double-digit earnings growth, double-digit EPS growth, double-digit loan growth, double-digit deposit growth",neg,train
"Also, I'd like to say that I am actually very disappointed that we only have 94 people on the call today",neg,train
"Usually we have a lot more on a quarter like the one we had, I was hoping that it would be a much bigger number, but I understand that are a number of banks reporting this morning",neg,train
Though for the full year 2017 loans and leases grew by $2,neg,train
4 billion and our loan-to-deposit ratio went in the right direction,neg,test
"Credit quality remained strong with one exception, which is taxi",neg,train
"I hate talking about it, but that's nevertheless the only thing to talk about on the credit front",neg,train
